,Index,Dish,Instructions,Ingredients
19615,1622071,Fluffy Chocolate Peanut Butter Pretzel Dip,"""FOLD pretzels and chocolate chips gently into peanut butter. Serve with apples, cookies and chips.""","""pretzels finely"", ""semi-sweet chocolate chips"", ""Jif"""
19616,1146965,Two Layer Pecan Pie,"""Beat bottom layer ingredients together until smooth."", ""Pour into an unbaked pie shell."", ""Mix top layer ingredients and pour gently over the cream cheese mixture."", ""Bake in preheated 350 degree oven for 50 to 60 minutes."", ""As it bakes, the bottom layer will rise to the top.""","""layer"", ""cream cheese"", ""sugar"", ""vanilla"", ""egg"", ""layer"", ""pecan"", ""eggs"", ""light corn syrup"", ""vanilla"", ""sugar"", ""shell"""
19617,2215085,Strawberry Mousse Dessert Cups,"""Prepare pudding as directed on package, using the 1 gal."", ""plus 2 cups milk (or 3 cups milk for trial recipe)."", ""Fold in 1-1/2 qt."", ""of the whipped topping (or 1 cup of the whipped topping for trial recipe)."", ""Spoon 1 cup of the pudding mixture into each of 24 (12-oz.)"", ""serving cups (or into 4 serving cups for trial recipe)."", ""Top each with 1/4 cup of the strawberries, 1 tsp."", ""of the remaining whipped topping and 1-1/2 tsp."", ""of the chopped wafers."", ""Refrigerate 1 hour before serving.""","""JELL-O Vanilla Flavor Sugar"", ""milk"", ""sugar"", ""fresh strawberries"", ""vanilla wafers"""
19618,1420469,Classic Spaghetti And Meatballs,"""Combine breadcrumbs and milk in a small bowl, and let soak 10 minutes. Combine ground sirloin, 1 tablespoon oregano, 1/2 cup grated cheese, and next 6 ingredients in another bowl. Stir in breadcrumb mixture, and form into 1 1/2-inch meatballs."", ""Fill a 12-inch skillet or wide saucepan 1/4 inch deep with olive oil, and heat over medium-high heat. Add meatballs, and cook about 7 minutes or until browned on all sides. Transfer to a plate with a slotted spoon."", ""Pour off fat from pan; add wine to pan, and simmer 1 minute. Stir in Quick Marinara Sauce, remaining 1 tablespoon oregano, and red pepper flakes, if desired. Bring to a boil; add meatballs, and simmer 5 minutes. Stir in basil."", ""Add drained cooked pasta, meatballs, and sauce to pot, and toss to combine. Serve with additional grated cheese.""","""breadcrumbs"", ""milk"", ""ground sirloin"", ""fresh oregano"", ""freshly grated Parmesan"", ""onion"", ""garlic"", ""parsley"", ""egg yolk"", ""salt"", ""freshly ground pepper"", ""Olive oil"", ""red wine"", ""red pepper"", ""fresh basil"", ""pasta"""
19619,1126960,Grilled Elk Steaks,"""Using a fork or other tenderizing tool, puncture both sides of the elk steaks."", ""Place elk steaks in a pan or dish."", ""Sprinkle Italian dressing over the steaks. Turn to coat the opposite side of the steaks. (I use Good Seasons Italian Dressing that I make using red wine vinegar.)"", ""Sprinkle McCormick's Brand Montreal steak seasoning to coat one side of the steaks. (You could sprinkle seasoning over both sides, but if you use too much seasoning, you'll overpower the taste of the meat.)."", ""Cover the steaks with foil and place in the fridge."", ""*Marinate at least an hour, overnight if possible."", ""Grill steaks over medium heat approximately 5-6 minutes on each side depending on the thickness of the steaks and the desired doneness."", ""Serve with mushrooms. Enjoy!"", ""*Prep time does not include marinating time.""","""Italian dressing"""
19620,1501726,Baked Parmesan Broccoli,"""Preheat oven to 400\u00b0. Place half of broccoli in a steamer basket; place in a large saucepan over 1 in. of water. Bring to a boil; cover and steam 3-4 minutes or until crisp-tender. Place in a greased 13x9-in. baking dish; repeat with remaining broccoli."", ""Meanwhile, in a small saucepan over medium heat, melt 4 tablespoons butter. Add onion; cook and stir until tender. Add garlic; cook 1 minute longer."", ""Stir in flour until blended; gradually add milk. Bring to a boil; cook and stir 2 minutes or until thickened. Stir a small amount of hot mixture into egg yolk; return all to the pan, stirring constantly. Cook and stir 1 minute longer. Remove from heat; stir in the cheese, salt and pepper. Pour over broccoli."", ""In a small skillet, cook bread crumbs in remaining butter until golden brown; sprinkle over the top."", ""Bake, uncovered, 15-18 minutes or until heated through.""","""broccoli"", ""butter"", ""onion"", ""garlic"", ""all-purpose"", ""milk"", ""egg yolk"", ""Parmesan cheese"", ""salt"", ""pepper"", ""bread crumbs"""
19621,220166,Pumpkin Cream Pie,"""Combine pudding, sugar, spice, milk, egg and pumpkin in pan. Cook and stir over medium heat until mixture comes to a rolling boil."", ""Remove."", ""Cool 5 minutes, stirring well."", ""Stir twice."", ""Pour into pie shell and chill for 4 hours."", ""Top with Cool Whip.""","""vanilla pudding"", ""sugar"", ""milk"", ""shell"", ""pumpkin"", ""pumpkin pie spice"", ""egg"""
19622,1533149,Cranberry Coffee Cake,"""In a large bowl, combine the biscuit mix, sugar, milk and egg. Pour into a greased 8-in. square baking dish. Drop cranberry sauce by teaspoonfuls over batter. Combine topping ingredients; sprinkle over cranberry sauce."", ""Bake at 400\u00b0 for 18-23 minutes or until golden brown. Cool on a wire rack."", ""In a small bowl, combine the glaze ingredients; drizzle over coffee cake.""","""biscuit/baking"", ""sugar"", ""milk"", ""egg"", ""cranberry sauce"", ""walnuts"", ""brown sugar"", ""ground cinnamon"", ""sugar"", ""milk"", ""vanilla"""
19623,878159,White Chicken Chili,"""Cook in crock pot on low all day or high for 4-6 hours, or simmer on stove for 2 hours.""","""of Great Northern Beans"", ""chicken"", ""garlic"", ""cumin"", ""salsa"", ""jack cheese"", ""chicken broth"", ""salt"""
19624,1521272,Spicy Grilled Eggplant,"""Brush eggplant slices with oil. Drizzle with lime juice; sprinkle with Cajun seasoning. Let stand 5 minutes."", ""Grill eggplant, covered, over medium heat or broil 4 in. from heat until tender, 4-5 minutes per side.""","""eggplants"", ""olive oil"", ""lime juice"", ""Cajun seasoning"""
19625,1500955,Dark Chocolate Flourless Cake,"""Line the bottom of a greased 9-in. springform pan with parchment paper; grease the paper and sides of pan. Place on a double thickness of heavy-duty foil (about 18 in. square). Securely wrap foil around pan."", ""In a small saucepan, bring pomegranate juice and sugar to a simmer, stirring to dissolve sugar; cook and stir 8-10 minutes or until syrupy. Remove from the heat; stir in vanilla."", ""In a large saucepan, melt chocolate and butter over low heat, stirring constantly. Remove from the heat; stir in pomegranate mixture. Cool to room temperature."", ""Whisk eggs into chocolate mixture. Pour into prepared pan. Place in a large baking pan; add 1 in. of hot water to larger pan."", ""Bake at 350\u00b0 for 40-50 minutes or until center is just set and top appears dull. Remove springform pan from water bath. Cool completely on a wire rack."", ""Carefully run a knife around edge of pan to loosen; remove sides of pan. Place cake on a serving platter. For ganache, place chocolate in a small bowl. In a small saucepan, bring cream just to a boil. Pour over chocolate; whisk until smooth. Cool slightly, stirring occasionally."", ""Pour over cake, allowing ganache to drape down the sides. Let stand until set. Just before serving, garnish with whipped cream and pomegranate seeds and dust with confectioners' sugar if desired. Refrigerate leftovers.""","""pomegranate juice"", ""sugar"", ""vanilla"", ""bittersweet chocolate"", ""butter"", ""eggs"", ""bittersweet chocolate"", ""heavy whipping cream"", ""whipped cream"""
19626,204610,Enchilada Casserole,"""Preheat oven to 350\u00b0."", ""Saute onion, garlic, pepper and mushrooms until onion is transparent."", ""Add tomato sauce, chili powder and beans."", ""Heat through."", ""Stir yogurt and cottage cheese together.""","""onion"", ""clove garlic"", ""green pepper"", ""mushrooms"", ""tomato sauce"", ""chili powder"", ""pinto beans"", ""yogurt"", ""cottage cheese"", ""corn tortillas"", ""Mozzarella cheese"""
19627,1754406,Lillet Cocktail Recipe,"""Stir the Lillet and gin in a pitcher half full of ice, and strain into a chilled cocktail glass."", ""Garnish with lemon peel.""","""Lillet"", ""gin"""
19628,552552,Egg Custard,"""Mix and pour into ungreased Pyrex pan."", ""No other pan will do. Bake at 300\u00b0 for 1 hour.""","""eggs"", ""sugar"", ""margarine"", ""vanilla"", ""milk"""
19629,1453090,Stuffed Chicken With Rosemary Polenta,"""Preheat oven to 400\u00b0. Heat 1 tbsp. oil in a large ovenproof frying pan over high heat. Add onion, mushrooms, and garlic and cook, stirring, until softened and starting to brown, 4 minutes. Add lemon juice, spinach, and 1/4 tsp. salt; cook until slightly wilted, 4 minutes. Transfer to a small bowl."", ""Bring 4 cups water and 1/2 tsp. salt to a boil. Cover; turn off heat. Meanwhile, cut chicken breast from the side, stopping halfway through; unfold to lay flat. Place each between 2 pieces plastic wrap and, with a mallet or small saucepan, pound until 1/4 to 1/2 in. thick."", ""In frying pan, cook chicken in 2 batches, 1 tbsp. oil per batch, until brown on 1 side. Sprinkle each with 1/4 tsp. salt and transfer, uncooked side up, to a cutting board. Scoop 1/4 cup spinach mixture onto half of each breast, then top with a cheese slice. Fold chicken over filling like a taco shell; press to close."", ""Return chicken to pan (with juices) and bake until cooked through and cheese is melted, 10 minutes. Let sit 5 minutes."", ""Meanwhile, return water to a boil. Add polenta and cook, stirring constantly, until softened, 10 minutes. Stir in butter and rosemary. Divide polenta among 4 plates and top each with a chicken breast. Spoon broth over chicken."", ""Note: Nutritional analysis is per serving.""","""olive oil"", ""yellow onion"", ""mushrooms"", ""garlic"", ""lemon juice"", ""baby spinach"", ""kosher salt"", ""chicken"", ""cheese"", ""polenta"", ""butter"", ""fresh rosemary"""
19630,1552489,The Pamela,"""Pour all the ingredients into a shaker and shake well. Pour into a tall glass filled with ice. Top with whipped cream. Incredible!""","""fluid Vodka"", ""fluid Kahlua"", ""Milk"", ""Cream"""
19631,1088308,Barbecue Kielbasa,"""Cook kielbasa and cut into bite size pieces."", ""Mix sauce; add kielbasa and cook in crock pot on LOW for 2 hours."", ""Double sauce for 1 1/2 pounds.""","""ketchup"", ""chili sauce"", ""brown sugar"", ""Worcestershire sauce"", ""mustard"", ""lemon juice"", ""kielbasa"""
19632,496365,Southern Fried Corn,"""Slice corn kernels by cutting 1/2 way through and then scraping the rest for the milk."", ""Fry the bacon crisp and set aside."", ""Fry the ham or sausage slices in the bacon drippings."", ""Add corn and cook until done."", ""Add milk."", ""Crumble bacon on top and serve.""","""ears sweet corn"", ""bacon"", ""ham"", ""milk"", ""salt"""
19633,567294,Mom'S Sunday Pot Roast,"""Season meat with salt and pepper."", ""Dust lightly with flour and brown both sides in hot oiled skillet."", ""Reduce heat to low and add sliced onion directly on top of meat and add peeled and cut up potatoes and carrots on top and around meat."", ""Add about 1/2 cup water."", ""Cover tightly and go to church."", ""Three hours later, you've got an entire meal."", ""You may add a green salad and some hot rolls, and if you're lucky some of Mom's green beans and you've got a feast.""","""chuck roast"", ""potatoes"", ""oil"""
19634,526379,Chili Dip,"""Simmer all together for a couple of minutes."", ""Just before serving, add 1/2 pint of whipping cream."", ""Reheat."", ""Place on giant Fritos.""","""chili"", ""beans"", ""tomatoes"", ""Ro-Tel tomatoes"", ""American cheese"""
19635,1041204,Lemon Grilled Whole Tilapia With Grilled Bell Pepper Salsa #Rsc,"""Clean your fish, AGAIN. Rinse well from the market, make sure that all the nasty bits are gone- gills, intestines and all."", ""Make 2 slits on each side, and salt your fish liberally inside and both sides outside."", ""STUFF EACH FISH with 5 pinched grape tomatoes (pinch with fingers so juices come out!), one clove of smashed/sliced garlic, 1/4 of sliced yellow onion and 2 lemon slices. (If using fillets, you should have the stuffing sandwiched between two fillets)."", ""Lay out the fish on a piece of aluminum foil, and place lemon slices on each side, using half a lemon per side. (if using fillets, place lemon slices outside the \""fillet sandiwich\"")."", ""Wrap it in aluminum foil, sealing it shut, but don't overdo it. You need to be able to release the fish in one piece, with the lemons intact! Set aside."", ""Make a \""tray\"" with sides, using aluminum foil."", ""Clean peppers, remove veins and seeds. Brush with hot sauce (my default is Sriracha, but use whatever you have available), place inside foil."", ""Put the rest of the cherry tomatoes in the foil tray, season with salt and pepper."", ""Preheat your grill. I use a gas grill, and this was set to medium heat. (Sorry, I don't know how to grill over charcoal.)."", ""Place your two fish packs and \""vegetable tray\"" on the grill. Let the onions grill directly, so just place them wherever there is space. Cover the grill."", ""While the fish cooks, heat up 1/4 cup of olive oil then roughly chop garlic into small pieces. Once hot, reduce fire to low and add rosemary sprig. Let it release its oils."", ""Then add the chopped garlic in the pot. Cook the garlic a little, but not burning. About a minute, just for the flavor to bloom. Turn it off, and keep it in the pan."", ""After 12-15 mins, one side of the fish is done. The onions and tomatoes will be done as the same time one side is done. You can tell because the tomatoes are oozing on the grill."", ""Cook the other side of the fish for another 12-15 minutes (If this is your first time grilling fish, cook the next side for 12 minutes then turn the grill off. and leave the fish for another 5-7 minutes. Don't worry, the fish wont burn/dry out. The lemon will burn before it burns the fish)."", ""Remove onions and tomatoes from the grill. Place in blender. Once the bell peppers are properly grilled (they take a bit longer, depending on size/shape), add them in the blender too."", ""Pulse until you have a semi chunky texture. Turn the heat back on the garlic and olive oil and sautee the mixture in the heat, for another 2-3 minutes until all flavors are incorporated."", ""Plate and enjoy with pita bread/soft taco tortillas or garden salad.""","""tilapia"", ""garlic"", ""tomatoes"", ""lemons"", ""onion"", ""yellow bell pepper"", ""red bell pepper"", ""olive oil"", ""hot sauce"", ""rosemary"", ""salt"", ""Foil"""
